"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"WALNUT ENERGY CENTER AUTHORITY","600 S WASHINGTON RD","37.4881","-120.903","221111","Hydroelectric Power Generation","PM10","Miscellaneous","39.478783114","2008"
"KINGSBURG COGEN FACILITY","11765 MOUNTAIN VIEW","36.5467","-119.579","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","5.9115847","2008"
"KINGSBURG COGEN FACILITY","11765 MOUNTAIN VIEW","36.5467","-119.579","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","8.80865743","2008"
"KINGSBURG COGEN FACILITY","11765 MOUNTAIN VIEW","36.5467","-119.579","221111","Hydroelectric Power Generation","Volatile Organic Compounds","Miscellaneous","18.7017488","2008"
"BELL LEASE (CAT CANYON)","CAT CANYON OIL FIELD","34.8276","-120.322","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","31.075584","2008"
"CALMAT COMPANY","13000 LOS ANGELES ST","34.0920","-117.992","324121","Asphalt Paving Mixture and Block Manufacturing","PM10","Miscellaneous","15.965","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","Sulfur Dioxide","Miscellaneous","22.39","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","Volatile Organic Compounds","Miscellaneous","30.3035419058674","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","32.0153","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","PM10","Miscellaneous","33.9046","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","Nitrogen Oxides","Miscellaneous","76.46","2008"
"TESORO REFINING AND MARKETING CO","23208 S ALAMEDA ST","33.8140","-118.233","325188","All Other Basic Inorganic Chemical Manufacturing","Carbon Monoxide","Miscellaneous","155.36","2008"
"BOERSMA DAIRY, ERIC BOERSMA DBA","4050 RAMONA EXPRESSWAY","33.8320","-117.050","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","8.28","2008"
"BOERSMA DAIRY, ERIC BOERSMA DBA","4050 RAMONA EXPRESSWAY","33.8320","-117.050","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","35.33487","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","Sulfur Dioxide","Miscellaneous","16.394","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","Nitrogen Oxides","Miscellaneous","75.413","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","Volatile Organic Compounds","Miscellaneous","79.8422174","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","PM2.5 Primary (Filt + Cond","Miscellaneous","107.299969","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","PM10","Miscellaneous","108.375802","2008"
"WASTE MANAGEMENT OF ALAMEDA CO","10840 ALTAMONT PASS RD","37.7487","-121.649","562212","Solid Waste Landfill","Carbon Monoxide","Miscellaneous","177.889","2008"
"EVERGREEN BEVERAGE PACKAGING","1500 WEST MAIN","37.4921","-120.867","322215","Nonfolding Sanitary Food Container Manufacturing","Volatile Organic Compounds","Miscellaneous","21.64768352","2008"
"MINABERRY DAIRY, #1","8888 EUCALYPTUS AVE","33.9910","-117.611","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","11.209995","2008"
"MICHEL P. MINABERRY DAIRY","8920 MERRILL AVE","33.9830","-117.612","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","8.539665","2008"
"TADEMA CATTLE CO","15090 ARCHIBALD AVE","33.9800","-117.593","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","8.9509375","2008"
"SIGNAL HILL PETROLEUM INC","1215 E 29TH ST","33.8100","-118.177","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","19.15697924","2008"
"BREITBURN OPERATING LP","10735 S SHOEMAKER AVE","33.9360","-118.056","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Miscellaneous","6.04","2008"
"BREITBURN OPERATING LP","10735 S SHOEMAKER AVE","33.9360","-118.056","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","6.23275974","2008"
"LIFOAM INDUSTRIES, LLC","2340 E 52ND ST","33.9953","-118.233","326140","Polystyrene Foam Product Manufacturing","Volatile Organic Compounds","Miscellaneous","35.2513965","2008"
"MARS PETCARE US INC","32503376 E 44TH ST","34.0039","-118.209","311119","Other Animal Food Manufacturing","Carbon Monoxide","Miscellaneous","6.040115128","2008"
"POLY ONE CORPORATION","2104 E 223RD ST","33.8242","-118.240","325211","Plastics Material and Resin Manufacturing","PM10","Miscellaneous","5.187","2008"
"SFPP, L.P.  (NSR USE)","20410 S WILMINGTON AVE","33.8465","-118.235","486910","Pipeline Transportation of Refined Petroleum Products","Volatile Organic Compounds","Miscellaneous","47.374898971","2008"
"SYANN DAIRY, MARK VANDER DUSSEN DBA","14950 RIVER RD","33.9320","-117.610","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","13.7","2008"
"SYANN DAIRY, MARK VANDER DUSSEN DBA","14950 RIVER RD","33.9320","-117.610","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","48.490525","2008"
"PACIFIC ENERGY RESOURCES, LTD.","OCS LEASE PARCELS P300/P301","33.6700","-118.011","211111","Crude Petroleum and Natural Gas Extraction","PM2.5 Primary (Filt + Cond","Miscellaneous","5.215484789","2008"
"PACIFIC ENERGY RESOURCES, LTD.","OCS LEASE PARCELS P300/P301","33.6700","-118.011","211111","Crude Petroleum and Natural Gas Extraction","PM10","Miscellaneous","5.257826102","2008"
"PACIFIC ENERGY RESOURCES, LTD.","OCS LEASE PARCELS P300/P301","33.6700","-118.011","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","11.37821986","2008"
"PACIFIC ENERGY RESOURCES, LTD.","OCS LEASE PARCELS P300/P301","33.6700","-118.011","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Miscellaneous","18.523825","2008"
"PACIFIC ENERGY RESOURCES, LTD.","OCS LEASE PARCELS P300/P301","33.6700","-118.011","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","189.99207447","2008"
"NEWPORT FAB, LLC","4321 JAMBOREE RD","33.6529","-117.868","334413","Semiconductor and Related Device Manufacturing","Volatile Organic Compounds","Miscellaneous","6.23580257","2008"
"NEWPORT FAB, LLC","4321 JAMBOREE RD","33.6529","-117.868","334413","Semiconductor and Related Device Manufacturing","Carbon Monoxide","Miscellaneous","8.88","2008"
"THE GAGE CANAL COMPANY","SOUTHERLY OF HOSPITALITY LN","34.1050","-117.294","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","9.69","2008"
"JOHN ROCHA DAIRY","7363 PINE AVE","33.9560","-117.642","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","6.05106851","2008"
"JOHN ROCHA DAIRY","7363 PINE AVE","33.9560","-117.642","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","21.107075","2008"
"HARRIS WOOLF CALIF ALMONDS","26060 COLUSA RD","36.3563","-120.194","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","6.16138","2008"
"CITY OF MODESTO, PUBLIC WORKS","1221 SUTTER AVE","37.6442","-121.002","921190","Other General Government Support","Volatile Organic Compounds","Miscellaneous","5.4119136488","2008"
"CITY OF MODESTO, PUBLIC WORKS","1221 SUTTER AVE","37.6442","-121.002","921190","Other General Government Support","Sulfur Dioxide","Miscellaneous","6.383575176","2008"
"CITY OF MODESTO, PUBLIC WORKS","1221 SUTTER AVE","37.6442","-121.002","921190","Other General Government Support","Carbon Monoxide","Miscellaneous","14.357215956","2008"
"VINTAGE PRODUCTION CALIFORNIA LLC","HEAVY OIL WESTERN","35.2003","-119.579","211111","Crude Petroleum and Natural Gas Extraction","Sulfur Dioxide","Miscellaneous","8.6995654","2008"
"FST SAND & GRAVEL INC","VARIOUS LOCATIONS IN SCAQMD","33.7830","-118.150","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","14.82713136","2008"
"SUNDANCE SPAS INC","14525 MONTE VISTA AVE","33.9891","-117.699","326191","Plastics Plumbing Fixture Manufacturing","Volatile Organic Compounds","Miscellaneous","15.30305449","2008"
"INSULFOAM LLC","5635 SCHAEFER AVE","34.0050","-117.683","326140","Polystyrene Foam Product Manufacturing","Volatile Organic Compounds","Miscellaneous","88.28737","2008"
"GEORGE BORBA & SON DAIRY, GEORGE BORBA","7955 EUCALYPTUS AVE","33.9900","-117.631","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","15.676645","2008"
"BP WEST COAST PRODUCTS, LLC/CARSON TERMI","24696 S WILMINGTON AVE","33.8023","-118.257","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","10.48203715","2008"
"EDWARDS LIFESCIENCES LLC","ONE EDWARDS WAY","33.6980","-117.853","339112","Surgical and Medical Instrument Manufacturing","Volatile Organic Compounds","Miscellaneous","26.2534875","2008"
"E/M COATING SERVICES","6940 FARMDALE AVE","34.1899","-118.381","332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Volatile Organic Compounds","Miscellaneous","7.73201825","2008"
"LEGEND DAIRY FARMS","7233 EUCALYPTUS AVE","33.9900","-117.648","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","12.08","2008"
"LEGEND DAIRY FARMS","7233 EUCALYPTUS AVE","33.9900","-117.648","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","47.01558","2008"
"BOEING SATELLITE SYSTEMS INC","2240 E IMPERIAL HWY","33.9309","-118.386","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","Carbon Monoxide","Miscellaneous","7.573794","2008"
"BOEING SATELLITE SYSTEMS INC","2240 E IMPERIAL HWY","33.9309","-118.386","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","Nitrogen Oxides","Miscellaneous","10.59530413","2008"
"PLAINS EXPLORATION & PRODUCTION CO, LP","5640 S FAIRFAX AVE","33.9900","-118.361","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","8.241335906","2008"
"PLAINS EXPLORATION & PRODUCTION CO, LP","5640 S FAIRFAX AVE","33.9900","-118.361","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","15.54219388531","2008"
"NESTLE PREPARED FOODS CO","9601 CANOGA AVE","34.2399","-118.601","311412","Frozen Specialty Food Manufacturing","Volatile Organic Compounds","Miscellaneous","7.596404006","2008"
"VINTAGE PRODUCTION CALIFORNIA LLC","26835 PICO CANYON RD","34.3830","-118.607","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","8.68096252","2008"
"KINCAID & DECKER INC,WOODMART WINDOW COV","15800 STRATHERN ST","34.2160","-118.478","321911","Wood Window and Door Manufacturing","Volatile Organic Compounds","Miscellaneous","5.78","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","Sulfur Dioxide","Miscellaneous","16.42759863","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","Ammonia","Miscellaneous","18.307525","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","PM2.5 Primary (Filt + Cond","Miscellaneous","22.2116969271","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","PM10","Miscellaneous","22.29935597","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Miscellaneous","25.61048626","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","Carbon Monoxide","Miscellaneous","63.72641895","2008"
"LA CO. SANITATION DIST","24501 S FIGUEROA ST","33.8028","-118.285","221320","Sewage Treatment Facilities","Nitrogen Oxides","Miscellaneous","79.4117825","2008"
"CALIFORNIA DAIRIES, INC","2000 NORTH PLAZA DR","36.3439","-119.395","311511","Fluid Milk Manufacturing","PM10","Miscellaneous","5.653428","2008"
"CALIFORNIA DAIRIES, INC","2000 NORTH PLAZA DR","36.3439","-119.395","311511","Fluid Milk Manufacturing","Carbon Monoxide","Miscellaneous","18.0153","2008"
"ASV WINES INC","31502 PETERSON RD","33.3706","-115.642","312130","Wineries","Volatile Organic Compounds","Miscellaneous","17.9081","2008"
"J.G. BOSWELL COMPANY","710 BAINUM AVE","36.0908","-119.558","115111","Cotton Ginning","PM10","Miscellaneous","11.6509401","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","Ammonia","Miscellaneous","65.662515","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","PM2.5 Primary (Filt + Cond","Miscellaneous","102.3671","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","PM10","Miscellaneous","137.4365","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","Volatile Organic Compounds","Miscellaneous","250.89217490367","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","Carbon Monoxide","Miscellaneous","281.41","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","Sulfur Dioxide","Miscellaneous","367.61","2008"
"TESORO REFINING AND MARKETING CO","2101 E PACIFIC COAST HWY","33.7920","-118.236","324110","Petroleum Refineries","Nitrogen Oxides","Miscellaneous","843.64","2008"
"NM COLTON GENCO LLC.","1230 TROPICA RANCH RD","34.0433","-117.347","56211","Waste Collection","Carbon Monoxide","Miscellaneous","15.84","2008"
"JAQUES & SON'S DAIRY","8710 PINE AVE","33.9600","-117.614","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","6.03","2008"
"JAQUES & SON'S DAIRY","8710 PINE AVE","33.9600","-117.614","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","25.09511","2008"
"GERBEN HETTINGA/EUCALYPTUS DAIRY #2","9279 EUCALYPTUS AVE","33.9900","-117.604","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","6.33028236","2008"
"GERBEN HETTINGA/EUCALYPTUS DAIRY #2","9279 EUCALYPTUS AVE","33.9900","-117.604","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","30.44781","2008"
"GREEN ACRES DAIRY, EDWARD HARINGA DBA","7439 CHINO AVE","34.0080","-117.640","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","12.5064","2008"
"DELICATO VINEYARDS","12001 S HIGHWAY 99","37.8556","-121.219","312130","Wineries","Volatile Organic Compounds","Miscellaneous","49.400028519","2008"
"KIK AEROSOL SOCAL LLC","425 S 9TH AVE","34.0250","-117.973","325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing","Volatile Organic Compounds","Miscellaneous","48.6629606","2008"
"MILLERCOORS, LLC","15801 E 1ST ST","34.1213","-117.939","312120","Breweries","Nitrogen Oxides","Miscellaneous","12.05586949","2008"
"MILLERCOORS, LLC","15801 E 1ST ST","34.1213","-117.939","312120","Breweries","Ammonia","Miscellaneous","23.97423","2008"
"MILLERCOORS, LLC","15801 E 1ST ST","34.1213","-117.939","312120","Breweries","Carbon Monoxide","Miscellaneous","40.64","2008"
"MILLERCOORS, LLC","15801 E 1ST ST","34.1213","-117.939","312120","Breweries","Volatile Organic Compounds","Miscellaneous","122.46572893","2008"
"G H DAIRY","7233 CHINO AVE","34.0120","-117.647","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","11.399085","2008"
"POMONA COLLEGE","609 N COLLEGE WAY","34.1003","-117.713","611310","Colleges, Universities, and Professional Schools","Nitrogen Oxides","Miscellaneous","5.51","2008"
"MCANALLY ENTERPRISES LAKEVIEW COMPLEX","32710 RESERVOIR ST","33.8355","-117.092","112310","Chicken Egg Production","Volatile Organic Compounds","Miscellaneous","6.54350571","2008"
"MCANALLY ENTERPRISES LAKEVIEW COMPLEX","32710 RESERVOIR ST","33.8355","-117.092","112310","Chicken Egg Production","Ammonia","Miscellaneous","24.447135","2008"
"NM MILLIKEN GENCO, LLC","2050 S MILLIKEN AVE","34.0353","-117.559","562213","Solid Waste Combustors and Incinerators","Nitrogen Oxides","Miscellaneous","9.08","2008"
"NM MILLIKEN GENCO, LLC","2050 S MILLIKEN AVE","34.0353","-117.559","562213","Solid Waste Combustors and Incinerators","Carbon Monoxide","Miscellaneous","35.65","2008"
"MARY BORBA PARENTE","8559 EDISON AVE","33.9980","-117.617","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","6.0801875","2008"
"GERBEN HETTINGA/4-H CALF RANCH","9200 EDISON AVE","33.9970","-117.603","112111","Beef Cattle Ranching and Farming","Volatile Organic Compounds","Miscellaneous","7.8704312371","2008"
"GERBEN HETTINGA/4-H CALF RANCH","9200 EDISON AVE","33.9970","-117.603","112111","Beef Cattle Ranching and Farming","Ammonia","Miscellaneous","7.87635","2008"
"TWO B DAIRY","10333 EUCALYPTUS AVE","33.9900","-117.579","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","17.37692","2008"
"J & D STAR DAIRY #1","8315 MERRILL AVE","33.9831","-117.622","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","18.61814","2008"
"VANDERLANS & SONS, INC.","1320 S SACRAMENTO ST","38.1170","-121.273","313320","Fabric Coating Mills","Volatile Organic Compounds","Miscellaneous","13.099575","2008"
"HANFORD L P","10596 IDAHO AVE","36.2696","-119.648","221111","Hydroelectric Power Generation","Sulfur Dioxide","Miscellaneous","31.8781898","2008"
"HANFORD L P","10596 IDAHO AVE","36.2696","-119.648","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","36.5082929","2008"
"HANFORD L P","10596 IDAHO AVE","36.2696","-119.648","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","51.300764","2008"
